agent,episode,steps
dynaq,2731,41
dynaq+,2731,42
dynaq,2732,41
dynaq+,2732,44
dynaq,2733,51
dynaq+,2733,50
dynaq,2734,46
dynaq+,2734,44
dynaq,2735,48
dynaq+,2735,41
dynaq,2736,41
dynaq+,2736,40
dynaq,2737,45
dynaq+,2737,41
dynaq,2738,46
dynaq+,2738,39
dynaq,2739,43
dynaq+,2739,42
dynaq,2740,43
dynaq+,2740,43
dynaq,2741,41
dynaq+,2741,44
dynaq,2742,40
dynaq+,2742,44
dynaq,2743,47
dynaq+,2743,44
dynaq,2744,49
dynaq+,2744,43
dynaq,2745,40
dynaq+,2745,37
dynaq,2746,42
dynaq+,2746,40
dynaq,2747,312
dynaq+,2747,38
dynaq,2748,42
dynaq+,2748,40
dynaq,2749,44
dynaq+,2749,40
dynaq,2750,37
dynaq+,2750,45
dynaq,2751,43
dynaq+,2751,42
dynaq,2752,37
dynaq+,2752,46
dynaq,2753,40
dynaq+,2753,39
dynaq,2754,39
dynaq+,2754,41
dynaq,2755,42
dynaq+,2755,43
dynaq,2756,40
dynaq+,2756,44
dynaq,2757,39
dynaq+,2757,45
dynaq,2758,43
dynaq+,2758,37
dynaq,2759,41
dynaq+,2759,48
dynaq,2760,39
dynaq+,2760,38
dynaq,2761,44
dynaq+,2761,51
dynaq,2762,40
dynaq+,2762,38
dynaq,2763,41
dynaq+,2763,45
dynaq,2764,38
dynaq+,2764,41
dynaq,2765,42
dynaq+,2765,39
dynaq,2766,44
dynaq+,2766,39
dynaq,2767,40
dynaq+,2767,41
dynaq,2768,40
dynaq+,2768,48
dynaq,2769,50
dynaq+,2769,39
dynaq,2770,40
dynaq+,2770,38
dynaq,2771,39
dynaq+,2771,45
dynaq,2772,42
dynaq+,2772,42
dynaq,2773,37
dynaq+,2773,44
dynaq,2774,37
dynaq+,2774,44
dynaq,2775,44
dynaq+,2775,41
dynaq,2776,39
dynaq+,2776,41
dynaq,2777,47
dynaq+,2777,46
dynaq,2778,43
dynaq+,2778,46
dynaq,2779,42
dynaq+,2779,43
dynaq,2780,38
dynaq+,2780,37
dynaq,2781,44
dynaq+,2781,41
dynaq,2782,40
dynaq+,2782,42
dynaq,2783,48
dynaq+,2783,41
dynaq,2784,39
dynaq+,2784,42
dynaq,2785,42
dynaq+,2785,41
dynaq,2786,37
dynaq+,2786,44
dynaq,2787,38
dynaq+,2787,43
dynaq,2788,46
dynaq+,2788,49
dynaq,2789,46
dynaq+,2789,37
dynaq,2790,44
dynaq+,2790,39
dynaq,2791,38
dynaq+,2791,41
dynaq,2792,44
dynaq+,2792,40
dynaq,2793,38
dynaq+,2793,39
dynaq,2794,38
dynaq+,2794,39
dynaq,2795,37
dynaq+,2795,39
dynaq,2796,39
dynaq+,2796,44
dynaq,2797,46
dynaq+,2797,39
dynaq,2798,41
dynaq+,2798,42
dynaq,2799,50
dynaq+,2799,42
dynaq,2800,40
dynaq+,2800,42
dynaq,2801,40
dynaq+,2801,39
dynaq,2802,39
dynaq+,2802,40
dynaq,2803,39
dynaq+,2803,39
dynaq,2804,41
dynaq+,2804,38
dynaq,2805,44
dynaq+,2805,40
dynaq,2806,40
dynaq+,2806,42
dynaq,2807,41
dynaq+,2807,46
dynaq,2808,54
dynaq+,2808,50
dynaq,2809,40
dynaq+,2809,38
dynaq,2810,37
dynaq+,2810,43
dynaq,2811,39
dynaq+,2811,37
dynaq,2812,37
dynaq+,2812,39
dynaq,2813,38
dynaq+,2813,42
dynaq,2814,39
dynaq+,2814,40
dynaq,2815,41
dynaq+,2815,38
dynaq,2816,71
dynaq+,2816,42
dynaq,2817,37
dynaq+,2817,41
dynaq,2818,42
dynaq+,2818,44
dynaq,2819,42
dynaq+,2819,38
dynaq,2820,42
dynaq+,2820,49
dynaq,2821,37
dynaq+,2821,40
dynaq,2822,48
dynaq+,2822,40
dynaq,2823,49
dynaq+,2823,37
dynaq,2824,42
dynaq+,2824,38
dynaq,2825,43
dynaq+,2825,37
dynaq,2826,41
dynaq+,2826,40
dynaq,2827,41
dynaq+,2827,38
dynaq,2828,47
dynaq+,2828,43
dynaq,2829,50
dynaq+,2829,43
dynaq,2830,41
dynaq+,2830,43
dynaq,2831,42
dynaq+,2831,40
dynaq,2832,40
dynaq+,2832,37
dynaq,2833,45
dynaq+,2833,38
dynaq,2834,42
dynaq+,2834,45
dynaq,2835,43
dynaq+,2835,41
dynaq,2836,42
dynaq+,2836,40
dynaq,2837,47
dynaq+,2837,43
dynaq,2838,40
dynaq+,2838,40
dynaq,2839,41
dynaq+,2839,46
dynaq,2840,43
dynaq+,2840,40
dynaq,2841,40
dynaq+,2841,2866
dynaq,2842,41
dynaq+,2842,44
dynaq,2843,47
dynaq+,2843,39
dynaq,2844,39
dynaq+,2844,44
dynaq,2845,39
dynaq+,2845,40
dynaq,2846,37
dynaq+,2846,58
dynaq,2847,40
dynaq+,2847,39
dynaq,2848,37
dynaq+,2848,44
dynaq,2849,39
dynaq+,2849,43
dynaq,2850,42
dynaq+,2850,44
dynaq,2851,40
dynaq+,2851,41
dynaq,2852,41
dynaq+,2852,41
dynaq,2853,43
dynaq+,2853,37
dynaq,2854,44
dynaq+,2854,40
dynaq,2855,41
dynaq+,2855,41
dynaq,2856,44
dynaq+,2856,40
dynaq,2857,46
dynaq+,2857,41
dynaq,2858,39
dynaq+,2858,39
dynaq,2859,41
dynaq+,2859,42
dynaq,2860,42
dynaq+,2860,44
dynaq,2861,37
dynaq+,2861,42
dynaq,2862,42
dynaq+,2862,38
dynaq,2863,43
dynaq+,2863,40
dynaq,2864,43
dynaq+,2864,44
dynaq,2865,37
dynaq+,2865,43
dynaq,2866,43
dynaq+,2866,43
dynaq,2867,42
dynaq+,2867,40
dynaq,2868,39
dynaq+,2868,41
dynaq,2869,40
dynaq+,2869,45
dynaq,2870,41
dynaq+,2870,43
dynaq,2871,47
dynaq+,2871,43
dynaq,2872,42
dynaq+,2872,40
dynaq,2873,41
dynaq+,2873,38
dynaq,2874,40
dynaq+,2874,40
dynaq,2875,43
dynaq+,2875,43
dynaq,2876,43
dynaq+,2876,41
dynaq,2877,39
dynaq+,2877,46
dynaq,2878,38
dynaq+,2878,40
dynaq,2879,42
dynaq+,2879,40
dynaq,2880,39
dynaq+,2880,43
dynaq,2881,39
dynaq+,2881,38
dynaq,2882,73
dynaq+,2882,38
dynaq,2883,40
dynaq+,2883,42
dynaq,2884,38
dynaq+,2884,37
dynaq,2885,44
dynaq+,2885,40
dynaq,2886,45
dynaq+,2886,43
dynaq,2887,40
dynaq+,2887,42
dynaq,2888,42
dynaq+,2888,51
dynaq,2889,39
dynaq+,2889,46
dynaq,2890,48
dynaq+,2890,40
dynaq,2891,47
dynaq+,2891,37
dynaq,2892,43
dynaq+,2892,50
dynaq,2893,40
dynaq+,2893,41
dynaq,2894,39
dynaq+,2894,40
dynaq,2895,41
dynaq+,2895,48
dynaq,2896,39
dynaq+,2896,44
dynaq,2897,43
dynaq+,2897,42
dynaq,2898,44
dynaq+,2898,40
dynaq,2899,40
dynaq+,2899,43
dynaq,2900,39
dynaq+,2900,42
dynaq,2901,41
dynaq+,2901,42
dynaq,2902,42
dynaq+,2902,53
dynaq,2903,46
dynaq+,2903,41
dynaq,2904,42
dynaq+,2904,40
dynaq,2905,44
dynaq+,2905,40
dynaq,2906,37
dynaq+,2906,45
dynaq,2907,42
dynaq+,2907,39
dynaq,2908,42
dynaq+,2908,40
dynaq,2909,43
dynaq+,2909,39
dynaq,2910,45
dynaq+,2910,40
dynaq,2911,46
dynaq+,2911,40
dynaq,2912,41
dynaq+,2912,42
dynaq,2913,45
dynaq+,2913,46
dynaq,2914,40
dynaq+,2914,39
dynaq,2915,41
dynaq+,2915,44
dynaq,2916,47
dynaq+,2916,39
dynaq,2917,45
dynaq+,2917,43
dynaq,2918,43
dynaq+,2918,37
dynaq,2919,37
dynaq+,2919,52
dynaq,2920,44
dynaq+,2920,49
dynaq,2921,44
dynaq+,2921,44
dynaq,2922,38
dynaq+,2922,39
dynaq,2923,41
dynaq+,2923,39
dynaq,2924,42
dynaq+,2924,41
dynaq,2925,42
dynaq+,2925,41
dynaq,2926,37
dynaq+,2926,41
dynaq,2927,49
dynaq+,2927,40
dynaq,2928,47
dynaq+,2928,46
dynaq,2929,37
dynaq+,2929,43
dynaq,2930,42
dynaq+,2930,44
dynaq,2931,41
dynaq+,2931,41
dynaq,2932,41
dynaq+,2932,38
dynaq,2933,43
dynaq+,2933,37
dynaq,2934,42
dynaq+,2934,37
dynaq,2935,43
dynaq+,2935,38
dynaq,2936,41
dynaq+,2936,43
dynaq,2937,46
dynaq+,2937,45
dynaq,2938,45
dynaq+,2938,38
dynaq,2939,44
dynaq+,2939,42
dynaq,2940,46
dynaq+,2940,38
dynaq,2941,39
dynaq+,2941,45
dynaq,2942,38
dynaq+,2942,43
dynaq,2943,37
dynaq+,2943,40
dynaq,2944,40
dynaq+,2944,40
dynaq,2945,42
dynaq+,2945,41
dynaq,2946,39
dynaq+,2946,42
dynaq,2947,41
dynaq+,2947,46
dynaq,2948,41
dynaq+,2948,41
dynaq,2949,48
dynaq+,2949,50
dynaq,2950,45
dynaq+,2950,38
dynaq,2951,41
dynaq+,2951,43
dynaq,2952,42
dynaq+,2952,41
dynaq,2953,41
dynaq+,2953,41
dynaq,2954,40
dynaq+,2954,40
dynaq,2955,44
dynaq+,2955,42
dynaq,2956,45
dynaq+,2956,41
dynaq,2957,37
dynaq+,2957,42
dynaq,2958,42
dynaq+,2958,44
dynaq,2959,38
dynaq+,2959,37
dynaq,2960,43
dynaq+,2960,38
dynaq,2961,45
dynaq+,2961,46
dynaq,2962,40
dynaq+,2962,41
dynaq,2963,40
dynaq+,2963,40
dynaq,2964,45
dynaq+,2964,49
dynaq,2965,40
dynaq+,2965,41
dynaq,2966,45
dynaq+,2966,46
dynaq,2967,40
dynaq+,2967,46
dynaq,2968,38
dynaq+,2968,39
dynaq,2969,39
dynaq+,2969,44
dynaq,2970,41
dynaq+,2970,530
dynaq,2971,48
dynaq+,2971,41
dynaq,2972,41
dynaq+,2972,42
dynaq,2973,45
dynaq+,2973,42
dynaq,2974,37
dynaq+,2974,42
dynaq,2975,43
dynaq+,2975,48
dynaq,2976,48
dynaq+,2976,37
dynaq,2977,44
dynaq+,2977,39
dynaq,2978,38
dynaq+,2978,46
dynaq,2979,44
dynaq+,2979,43
dynaq,2980,44
dynaq+,2980,39
dynaq,2981,45
dynaq+,2981,47
dynaq,2982,44
dynaq+,2982,38
dynaq,2983,37
dynaq+,2983,48
dynaq,2984,40
dynaq+,2984,40
dynaq,2985,46
dynaq+,2985,45
dynaq,2986,45
dynaq+,2986,45
dynaq,2987,43
dynaq+,2987,45
dynaq,2988,40
dynaq+,2988,44
dynaq,2989,42
dynaq+,2989,40
dynaq,2990,50
dynaq+,2990,152
dynaq,2991,38
dynaq+,2991,48
dynaq,2992,48
dynaq+,2992,39
dynaq,2993,39
dynaq+,2993,40
dynaq,2994,43
dynaq+,2994,49
dynaq,2995,41
dynaq+,2995,41
dynaq,2996,47
dynaq+,2996,37
dynaq,2997,37
dynaq+,2997,43
dynaq,2998,41
dynaq+,2998,42
dynaq,2999,37
dynaq+,2999,37
dynaq,3000,40
dynaq+,3000,39
dynaq,3001,40
dynaq+,3001,42
dynaq,3002,41
dynaq+,3002,38
dynaq,3003,45
dynaq+,3003,42
dynaq,3004,46
dynaq+,3004,121
dynaq,3005,39
dynaq+,3005,44
dynaq,3006,42
dynaq+,3006,42
dynaq,3007,37
dynaq+,3007,46
dynaq,3008,44
dynaq+,3008,40
dynaq,3009,39
dynaq+,3009,41
dynaq,3010,40
dynaq+,3010,40
dynaq,3011,38
dynaq+,3011,45
dynaq,3012,41
dynaq+,3012,41
dynaq,3013,39
dynaq+,3013,42
dynaq,3014,49
dynaq+,3014,38
dynaq,3015,42
dynaq+,3015,44
dynaq,3016,43
dynaq+,3016,48
dynaq,3017,40
dynaq+,3017,39
dynaq,3018,53
dynaq+,3018,43
dynaq,3019,43
dynaq+,3019,45
dynaq,3020,43
dynaq+,3020,46
dynaq,3021,37
dynaq+,3021,46
dynaq,3022,39
dynaq+,3022,42
dynaq,3023,48
dynaq+,3023,39
dynaq,3024,45
dynaq+,3024,44
dynaq,3025,39
dynaq+,3025,37
dynaq,3026,41
dynaq+,3026,45
dynaq,3027,49
dynaq+,3027,39
dynaq,3028,37
dynaq+,3028,40
dynaq,3029,38
dynaq+,3029,37
dynaq,3030,41
dynaq+,3030,38
dynaq,3031,50
dynaq+,3031,41
dynaq,3032,40
dynaq+,3032,42
dynaq,3033,66
dynaq+,3033,45
dynaq,3034,45
dynaq+,3034,43
dynaq,3035,39
dynaq+,3035,44
dynaq,3036,46
dynaq+,3036,41
dynaq,3037,37
dynaq+,3037,44
dynaq,3038,45
dynaq+,3038,40
dynaq,3039,40
dynaq+,3039,40
dynaq,3040,40
dynaq+,3040,42
dynaq,3041,41
dynaq+,3041,50
dynaq,3042,39
dynaq+,3042,40
dynaq,3043,40
dynaq+,3043,39
dynaq,3044,45
dynaq+,3044,38
dynaq,3045,42
dynaq+,3045,40
dynaq,3046,42
dynaq+,3046,41
dynaq,3047,48
dynaq+,3047,40
dynaq,3048,41
dynaq+,3048,50
dynaq,3049,42
dynaq+,3049,41
dynaq,3050,38
dynaq+,3050,41
dynaq,3051,39
dynaq+,3051,42
dynaq,3052,43
dynaq+,3052,37
dynaq,3053,39
dynaq+,3053,44
dynaq,3054,47
dynaq+,3054,44
dynaq,3055,40
dynaq+,3055,42
dynaq,3056,43
dynaq+,3056,42
dynaq,3057,44
dynaq+,3057,38
dynaq,3058,43
dynaq+,3058,38
dynaq,3059,39
dynaq+,3059,39
dynaq,3060,45
dynaq+,3060,50
dynaq,3061,42
dynaq+,3061,45
dynaq,3062,40
dynaq+,3062,44
dynaq,3063,37
dynaq+,3063,37
dynaq,3064,44
dynaq+,3064,41
dynaq,3065,44
dynaq+,3065,40
dynaq,3066,43
dynaq+,3066,42
dynaq,3067,41
dynaq+,3067,54
dynaq,3068,40
dynaq+,3068,39
dynaq,3069,41
dynaq+,3069,40
dynaq,3070,38
dynaq+,3070,40
dynaq,3071,40
dynaq+,3071,41
dynaq,3072,43
dynaq+,3072,44
dynaq,3073,41
dynaq+,3073,40
dynaq,3074,43
dynaq+,3074,45
dynaq,3075,40
dynaq+,3075,51
dynaq,3076,37
dynaq+,3076,48
dynaq,3077,44
dynaq+,3077,52
dynaq,3078,45
dynaq+,3078,50
dynaq,3079,44
dynaq+,3079,38
dynaq,3080,49
dynaq+,3080,40
dynaq,3081,42
dynaq+,3081,40
dynaq,3082,44
dynaq+,3082,37
dynaq,3083,37
dynaq+,3083,41
dynaq,3084,40
dynaq+,3084,46
dynaq,3085,41
dynaq+,3085,42
dynaq,3086,42
dynaq+,3086,45
dynaq,3087,39
dynaq+,3087,44
dynaq,3088,45
dynaq+,3088,46
dynaq,3089,45
dynaq+,3089,47
dynaq,3090,39
dynaq+,3090,43
dynaq,3091,40
dynaq+,3091,41
dynaq,3092,42
dynaq+,3092,38
dynaq,3093,44
dynaq+,3093,40
dynaq,3094,47
dynaq+,3094,45
dynaq,3095,42
dynaq+,3095,45
dynaq,3096,39
dynaq+,3096,38
dynaq,3097,41
dynaq+,3097,38
dynaq,3098,40
dynaq+,3098,41
dynaq,3099,39
dynaq+,3099,46
dynaq,3100,42
dynaq+,3100,42
dynaq,3101,42
dynaq+,3101,46
dynaq,3102,39
dynaq+,3102,45
dynaq,3103,37
dynaq+,3103,42
dynaq,3104,48
dynaq+,3104,49
dynaq,3105,42
dynaq+,3105,45
dynaq,3106,46
dynaq+,3106,42
dynaq,3107,40
dynaq+,3107,45
dynaq,3108,45
dynaq+,3108,44
dynaq,3109,38
dynaq+,3109,42
dynaq,3110,41
dynaq+,3110,40
dynaq,3111,44
dynaq+,3111,40
dynaq,3112,41
dynaq+,3112,46
dynaq,3113,46
dynaq+,3113,40
dynaq,3114,53
dynaq+,3114,40
dynaq,3115,38
dynaq+,3115,40
dynaq,3116,47
dynaq+,3116,39
dynaq,3117,38
dynaq+,3117,50
dynaq,3118,37
dynaq+,3118,44
dynaq,3119,44
dynaq+,3119,45
dynaq,3120,37
dynaq+,3120,44
dynaq,3121,45
dynaq+,3121,41
dynaq,3122,39
dynaq+,3122,47
dynaq,3123,37
dynaq+,3123,44
dynaq,3124,42
dynaq+,3124,42
dynaq,3125,42
dynaq+,3125,39
dynaq,3126,39
dynaq+,3126,39
dynaq,3127,37
dynaq+,3127,39
dynaq,3128,43
dynaq+,3128,41
dynaq,3129,41
dynaq+,3129,37
dynaq,3130,41
dynaq+,3130,40
dynaq,3131,48
dynaq+,3131,44
dynaq,3132,42
dynaq+,3132,38
dynaq,3133,42
dynaq+,3133,39
dynaq,3134,43
dynaq+,3134,43
dynaq,3135,42
dynaq+,3135,40
dynaq,3136,42
dynaq+,3136,41
dynaq,3137,40
dynaq+,3137,44
dynaq,3138,37
dynaq+,3138,47
dynaq,3139,42
dynaq+,3139,41
dynaq,3140,41
dynaq+,3140,38
dynaq,3141,39
dynaq+,3141,39
dynaq,3142,43
dynaq+,3142,42
dynaq,3143,47
dynaq+,3143,49
dynaq,3144,40
dynaq+,3144,41
dynaq,3145,47
dynaq+,3145,44
dynaq,3146,40
dynaq+,3146,47
dynaq,3147,43
dynaq+,3147,37
dynaq,3148,48
dynaq+,3148,42
dynaq,3149,40
dynaq+,3149,44
dynaq,3150,42
dynaq+,3150,40
dynaq,3151,37
dynaq+,3151,39
dynaq,3152,43
dynaq+,3152,42
dynaq,3153,45
dynaq+,3153,49
dynaq,3154,48
dynaq+,3154,40
dynaq,3155,39
dynaq+,3155,38
dynaq,3156,42
dynaq+,3156,38
dynaq,3157,40
dynaq+,3157,39
dynaq,3158,48
dynaq+,3158,37
dynaq,3159,59
dynaq+,3159,39
dynaq,3160,41
dynaq+,3160,41
dynaq,3161,42
dynaq+,3161,39
dynaq,3162,43
dynaq+,3162,43
dynaq,3163,45
dynaq+,3163,37
dynaq,3164,37
dynaq+,3164,45
dynaq,3165,49
dynaq+,3165,40
dynaq,3166,44
dynaq+,3166,40
dynaq,3167,38
dynaq+,3167,43
dynaq,3168,43
dynaq+,3168,39
dynaq,3169,43
dynaq+,3169,41
dynaq,3170,41
dynaq+,3170,40
dynaq,3171,45
dynaq+,3171,41
dynaq,3172,43
dynaq+,3172,43
dynaq,3173,44
dynaq+,3173,52
dynaq,3174,37
dynaq+,3174,41
dynaq,3175,46
dynaq+,3175,44
dynaq,3176,44
dynaq+,3176,46
dynaq,3177,43
dynaq+,3177,47
dynaq,3178,46
dynaq+,3178,42
dynaq,3179,45
dynaq+,3179,47
dynaq,3180,43
dynaq+,3180,40
dynaq,3181,41
dynaq+,3181,46
dynaq,3182,41
dynaq+,3182,48
dynaq,3183,43
dynaq+,3183,43
dynaq,3184,45
dynaq+,3184,37
dynaq,3185,41
dynaq+,3185,39
dynaq,3186,39
dynaq+,3186,41
dynaq,3187,43
dynaq+,3187,43
dynaq,3188,43
dynaq+,3188,39
dynaq,3189,37
dynaq+,3189,38
dynaq,3190,39
dynaq+,3190,43
dynaq,3191,41
dynaq+,3191,45
dynaq,3192,37
dynaq+,3192,46
dynaq,3193,44
dynaq+,3193,45
dynaq,3194,44
dynaq+,3194,40
dynaq,3195,44
dynaq+,3195,37
dynaq,3196,41
dynaq+,3196,41
dynaq,3197,39
dynaq+,3197,46
dynaq,3198,47
dynaq+,3198,38
dynaq,3199,46
dynaq+,3199,41
dynaq,3200,45
dynaq+,3200,41
dynaq,3201,42
dynaq+,3201,42
dynaq,3202,40
dynaq+,3202,43
dynaq,3203,41
dynaq+,3203,42
dynaq,3204,41
dynaq+,3204,46
dynaq,3205,46
dynaq+,3205,46
dynaq,3206,39
dynaq+,3206,49
dynaq,3207,40
dynaq+,3207,46
dynaq,3208,43
dynaq+,3208,42
dynaq,3209,41
dynaq+,3209,43
dynaq,3210,39
dynaq+,3210,43
dynaq,3211,41
dynaq+,3211,41
dynaq,3212,37
dynaq+,3212,45
dynaq,3213,41
dynaq+,3213,41
dynaq,3214,39
dynaq+,3214,41
dynaq,3215,41
dynaq+,3215,47
dynaq,3216,46
dynaq+,3216,44
dynaq,3217,37
dynaq+,3217,42
dynaq,3218,47
dynaq+,3218,40
dynaq,3219,38
dynaq+,3219,43
dynaq,3220,37
dynaq+,3220,37
dynaq,3221,47
dynaq+,3221,44
dynaq,3222,44
dynaq+,3222,44
dynaq,3223,38
dynaq+,3223,38
dynaq,3224,45
dynaq+,3224,45
dynaq,3225,39
dynaq+,3225,41
dynaq,3226,44
dynaq+,3226,46
dynaq,3227,39
dynaq+,3227,45
dynaq,3228,42
dynaq+,3228,39
dynaq,3229,41
dynaq+,3229,43
dynaq,3230,37
dynaq+,3230,42
dynaq,3231,41
dynaq+,3231,40
dynaq,3232,44
dynaq+,3232,38
dynaq,3233,50
dynaq+,3233,39
dynaq,3234,41
dynaq+,3234,41
dynaq,3235,39
dynaq+,3235,41
dynaq,3236,42
dynaq+,3236,41
dynaq,3237,40
dynaq+,3237,43
dynaq,3238,42
dynaq+,3238,40
dynaq,3239,40
dynaq+,3239,38
dynaq,3240,41
dynaq+,3240,41
dynaq,3241,49
dynaq+,3241,46
dynaq,3242,37
dynaq+,3242,39
dynaq,3243,42
dynaq+,3243,54
dynaq,3244,40
dynaq+,3244,42
dynaq,3245,43
dynaq+,3245,37
dynaq,3246,39
dynaq+,3246,38
dynaq,3247,42
dynaq+,3247,41
dynaq,3248,38
dynaq+,3248,38
dynaq,3249,47
dynaq+,3249,37
dynaq,3250,41
dynaq+,3250,39
dynaq,3251,37
dynaq+,3251,49
dynaq,3252,38
dynaq+,3252,51
dynaq,3253,49
dynaq+,3253,39
dynaq,3254,42
dynaq+,3254,37
dynaq,3255,40
dynaq+,3255,50
dynaq,3256,50
dynaq+,3256,47
dynaq,3257,39
dynaq+,3257,910
dynaq,3258,44
dynaq+,3258,43
dynaq,3259,40
dynaq+,3259,39
dynaq,3260,42
dynaq+,3260,44
dynaq,3261,39
dynaq+,3261,48
dynaq,3262,38
dynaq+,3262,47
dynaq,3263,45
dynaq+,3263,39
dynaq,3264,38
dynaq+,3264,47
dynaq,3265,44
dynaq+,3265,44
dynaq,3266,40
dynaq+,3266,46
dynaq,3267,40
dynaq+,3267,40
dynaq,3268,44
dynaq+,3268,42
dynaq,3269,45
dynaq+,3269,42
dynaq,3270,49
dynaq+,3270,43
dynaq,3271,39
dynaq+,3271,42
dynaq,3272,43
dynaq+,3272,38
dynaq,3273,39
dynaq+,3273,40
dynaq,3274,40
dynaq+,3274,46
dynaq,3275,41
dynaq+,3275,44
dynaq,3276,38
dynaq+,3276,39
dynaq,3277,40
dynaq+,3277,46
dynaq,3278,42
dynaq+,3278,38
dynaq,3279,41
dynaq+,3279,39
dynaq,3280,40
dynaq+,3280,41
dynaq,3281,47
dynaq+,3281,43
dynaq,3282,41
dynaq+,3282,39
dynaq,3283,41
dynaq+,3283,46
dynaq,3284,44
dynaq+,3284,37
dynaq,3285,43
dynaq+,3285,38
dynaq,3286,38
dynaq+,3286,45
dynaq,3287,44
dynaq+,3287,43
dynaq,3288,44
dynaq+,3288,44
dynaq,3289,42
dynaq+,3289,39
dynaq,3290,37
dynaq+,3290,42
dynaq,3291,37
dynaq+,3291,47
dynaq,3292,45
dynaq+,3292,43
dynaq,3293,43
dynaq+,3293,46
dynaq,3294,42
dynaq+,3294,41
dynaq,3295,46
dynaq+,3295,44
dynaq,3296,46
dynaq+,3296,40
dynaq,3297,37
dynaq+,3297,42
dynaq,3298,44
dynaq+,3298,41
dynaq,3299,39
dynaq+,3299,51
dynaq,3300,41
dynaq+,3300,50
dynaq,3301,39
dynaq+,3301,42
dynaq,3302,43
dynaq+,3302,48
dynaq,3303,42
dynaq+,3303,40
dynaq,3304,43
dynaq+,3304,42
dynaq,3305,39
dynaq+,3305,44
dynaq,3306,46
dynaq+,3306,51
dynaq,3307,41
dynaq+,3307,49
dynaq,3308,40
dynaq+,3308,38
dynaq,3309,44
dynaq+,3309,39
dynaq,3310,41
dynaq+,3310,38
dynaq,3311,45
dynaq+,3311,39
dynaq,3312,38
dynaq+,3312,42
dynaq,3313,41
dynaq+,3313,43
dynaq,3314,44
dynaq+,3314,53
dynaq,3315,38
dynaq+,3315,38
dynaq,3316,39
dynaq+,3316,42
dynaq,3317,39
dynaq+,3317,47
dynaq,3318,39
dynaq+,3318,46
dynaq,3319,45
dynaq+,3319,44
dynaq,3320,42
dynaq+,3320,39
dynaq,3321,42
dynaq+,3321,44
dynaq,3322,40
dynaq+,3322,38
dynaq,3323,48
dynaq+,3323,46
dynaq,3324,39
dynaq+,3324,41
dynaq,3325,44
dynaq+,3325,38
dynaq,3326,39
dynaq+,3326,40
dynaq,3327,49
dynaq+,3327,39
dynaq,3328,45
dynaq+,3328,40
dynaq,3329,43
dynaq+,3329,43
dynaq,3330,48
dynaq+,3330,38
dynaq,3331,40
dynaq+,3331,43
dynaq,3332,38
dynaq+,3332,42
dynaq,3333,44
dynaq+,3333,42
dynaq,3334,41
dynaq+,3334,41
dynaq,3335,40
dynaq+,3335,43
dynaq,3336,44
dynaq+,3336,39
dynaq,3337,41
dynaq+,3337,40
dynaq,3338,37
dynaq+,3338,41
dynaq,3339,42
dynaq+,3339,49
dynaq,3340,43
dynaq+,3340,45
dynaq,3341,39
dynaq+,3341,38
dynaq,3342,41
dynaq+,3342,37
dynaq,3343,38
dynaq+,3343,46
dynaq,3344,46
dynaq+,3344,39
dynaq,3345,42
dynaq+,3345,38
dynaq,3346,42
dynaq+,3346,42
dynaq,3347,37
dynaq+,3347,40
dynaq,3348,41
dynaq+,3348,39
dynaq,3349,45
dynaq+,3349,44
dynaq,3350,39
dynaq+,3350,45
dynaq,3351,43
dynaq+,3351,43
dynaq,3352,39
dynaq+,3352,46
dynaq,3353,39
dynaq+,3353,37
dynaq,3354,39
dynaq+,3354,46
dynaq,3355,46
dynaq+,3355,49
dynaq,3356,41
dynaq+,3356,43
dynaq,3357,40
dynaq+,3357,38
dynaq,3358,46
dynaq+,3358,38
dynaq,3359,42
dynaq+,3359,42
dynaq,3360,39
dynaq+,3360,40
dynaq,3361,41
dynaq+,3361,41
dynaq,3362,40
dynaq+,3362,40
dynaq,3363,46
dynaq+,3363,44
dynaq,3364,44
dynaq+,3364,45
dynaq,3365,41
dynaq+,3365,42
dynaq,3366,46
dynaq+,3366,43
dynaq,3367,38
dynaq+,3367,43
dynaq,3368,45
dynaq+,3368,45
dynaq,3369,45
dynaq+,3369,45
dynaq,3370,45
dynaq+,3370,40
dynaq,3371,44
dynaq+,3371,40
dynaq,3372,43
dynaq+,3372,45
dynaq,3373,42
dynaq+,3373,40
dynaq,3374,39
dynaq+,3374,44
dynaq,3375,44
dynaq+,3375,38
dynaq,3376,43
dynaq+,3376,43
dynaq,3377,41
dynaq+,3377,38
dynaq,3378,37
dynaq+,3378,45
dynaq,3379,41
dynaq+,3379,41
dynaq,3380,40
dynaq+,3380,45
dynaq,3381,39
dynaq+,3381,39
dynaq,3382,40
dynaq+,3382,44
dynaq,3383,37
dynaq+,3383,38
dynaq,3384,41
dynaq+,3384,45
dynaq,3385,45
dynaq+,3385,41
dynaq,3386,40
dynaq+,3386,39
dynaq,3387,40
dynaq+,3387,37
dynaq,3388,40
dynaq+,3388,43
dynaq,3389,44
dynaq+,3389,40
dynaq,3390,50
dynaq+,3390,42
dynaq,3391,40
dynaq+,3391,45
dynaq,3392,41
dynaq+,3392,39
dynaq,3393,39
dynaq+,3393,41
dynaq,3394,51
dynaq+,3394,39
dynaq,3395,44
dynaq+,3395,41
dynaq,3396,43
dynaq+,3396,41
